Tweet,Sentiment
 Shameful Boot Polishing   bailed HAG  check whats happening in  where your partners in crime are managing things past   yrs turning it to Vienna      ,neu
We do not accept this imp Govt brought by illegal no confidence motiin  We want elections        ,neg
  th July       We will cast vote with our blood and not with the ink InshaAllah          ,neu
Larho mujhe    ,neu
 InshAllah victory will be yours   The way you work day and night  your hard work will not be wasted   All our prayers are with you   May Allah grant you all success   ,neu
  We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup        ,neg
  We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup        ,neg
  We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup        ,neg
Sindh and Karachi mein  Aaj Bhi Bhutto Zinda Hai   Aaj bhi Zardari Sindh pe Bhaari Hai  Aaj bhi awam ki Bezari Zinda Hai    ,neg
Have you observed l Our TV channels have blackrd out the Sri Lankan protests while for all intl chs it is a major development getting maximum coverage     ,neu
We need elections  Imran Khan is my leader       ,neg
                                                                IK is love         ,neg
PMIK is in the blood and soul of Pakistan now  The movement for Haqeeqi Azaadi is no longer dependent on a hashtag  trend or momentum  For the nation  it s Imran and only Imran Khan        ,neg
Respect is bestowed upon from Allah Kareem      ,neu
 then you have elfi at your mouth to condemn because you all were involved      ,neu
 Well we still say you people are corrupt and thieves    To how many people you will pressurize and make apologies    We are    carore Pakistanis  We are Pakistan      ,neu
                                                                      UnderFascism    NeedsElections  ,neg
A new  amp  just  CJ is the need of the hour         ,neu
We need elections  Imran Khan is my leader       ,neg
We also want you to go peacefully out of our country s way  don t make Pakistan s situation like  we  the people of Pakistan will retaliate this time I am warning you all  Pakistan needs fear and free and immediate election plz   ,neg
 Conspiring with foreign agents against an elected government is  quami salamati       ,neg
 IK is paying a respect which probable doesn t deserve      ,neg
  We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup        ,neg
   We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup      ,neg
  We Pakistanis also have very similar story  There s couple of families looted and ruling from last    years and they F    our economy by money laundering  Alhamdulillah all Pakistanis are wakeup        ,neg
 Subservient Lifafa Chaprasun of Shameful Boot Polishing   that were hoisted by their own petard after VONC shouldve gone straight to elections instead acted on  script    ,neg
 Hahha  These curupt criminals deserve more worst than it            ,neu
 s account is temporarily unavailable because it violates the Twitter Media Policy  Learn more ,neu
Giving NRO   to imported government  Shows where  is playing    role  To help  If any person who only think of poor people of Pakistan will never  do that Only Nation will suffer   ,neg
Imp Govt is tying to scare those who speak the truth  Strongly condemn attack on Sir Sami Ibrahim  Very cheap action by the Govt        ,neg
This Imp Govt is showing how low it can stoop  They can t endure criticisim         ,neg
Always stay affirmed for your cause without fear   even if your opponent is mightier than you   you can win              ,neu
I was surprised how  can take back foot on  case  When I heard about recent news about  then I understood how cookie crumbled              ,neu
                                                                                      via  ,neu
 Alhamdolilah  What a pleasant news on EID day for Canadian Pakistanis                                                                            ,neu
  Alhamdolilah  What a pleasant news on EID day for Canadian Pakistanis                                                                            ,neu
Alhamdolilah  What a pleasant news on EID day for Canadian Pakistanis                                                                              ,neu
 Alhamdolilah  What a pleasant news on EID day for Canadian Pakistanis                                                                            ,neu
  Whattay surgery       ,neu
Now it s proven that how much you people are cowards  only a few words can t tolerate         ,neu
MashAllah  ALHAMDULLILAH          ,neu
When you testify BE JUST                   ,neu
Allah ka shukar         ,neu
Think about it before the  time runs out         ,neu
Allah ki Amman may        ,neu
I am waiting for this moment in Pakistan on PM House   Parliament and Supreme Court but I think Pakistani people are slaves for ever           ,neu
Same things happening in Pakistan  Couple of families looting and ruling Pakistan from so many decades  Now it s time to get rid of them          ,neg
            This is when public remains mum  amp  accept thugs in govt  ,neu
A  silent  message to neutrals and present imported government       ,neu
 It collapsed the day you ugly folks hijacked the peoples mandate   We have not slept peacefully since and we will only sleep peacefully when your criminal corrupted mob are history       ,neu
  s renovated swimming pool will come in good public use      ,neu
Giving NRO   to imported government  Shows where  is playing    role  To help  If any person who only think of poor people of Pakistan will never  do that Only Nation will suffer   ,neg
   Continued progress and prosperity of another country while you destroy your own    You tell good jokes you corrupted criminal dramabaaz     ,neu
Giving NRO   to imported government  Shows where  is playing    role  To help  If any person who only think of poor people of Pakistan will never  do that Only Nation will suffer   ,neg
We need elections  Imran Khan is my leader       ,neg
  Jaisay hmaray mulk mein islama aurat se shuru ho ke aurat pe khatam hojata ha aisay hi N League ki syasat srf aurton ke gird ghoomti ha  Star plus drama       ,neg
Fake Aroosto Ki Awam Mein Izzat      HasToGo                  via ,neu
Labaik Allahuma Labaik                      via ,neu
   HasToGo                ,neu
Exclusive Fottage Of Anchor Imran Riaz Khan In Jail   Azaad News                     via ,neu
  Kanjro jab banazir ko taxi kehta tha tab tumhari tarbiat kanjar muhala ke the  Ab muazaz shahri ban rha hoo     ,neu
Nafrat hochuki ha            ,neu
  Where were your values when in the recent past you were advising PTI to hide their faces when going out in the public  You are reaping exactly what you had sown         because ,neg
To ye bibi kon sa is gunah se pak thi  Isi ny Bilawal ko call py btaya tha na k os os mulk k os os bank me itny dollar s pary hain  Jisko CIA ny tap kr liya tha          ,neg
 To ye bibi kon sa is gunah se pak thi  Isi ny Bilawal ko call py btaya tha na k os os mulk k os os bank me itny dollar s pary hain  Jisko CIA ny tap kr liya tha        ,neg
